0,0.014112325385212898
100,0.0073449802584946156
200,0.002948473207652569
300,0.00196443940512836
400,0.0015202232170850039
500,0.0011712613049894571
600,0.0008772286819294095
700,0.0006547140656039119
800,0.0005111574428156018
900,0.00042890768963843584
1000,0.0003727882285602391
1100,0.0003308557206764817
1200,0.00029985891887918115
1300,0.00027691133436746895
1400,0.00026023059035651386
1500,0.0002476218214724213
1600,0.0002373013849137351
1700,0.0002282958012074232
1800,0.00022004678612574935
1900,0.00021192003623582423
2000,0.00020345648226793855
2100,0.0001942109374795109
2200,0.00018327185534872115
2300,0.0001708153577055782
2400,0.0001578300871187821
2500,0.00014447759895119816
2600,0.0001309065701207146
2700,0.00011731735139619559
2800,0.00010414124699309468
2900,9.175134618999436e-05
3000,8.06463067419827e-05
3100,7.110992737580091e-05
3200,6.336416117846966e-05
3300,5.707696618628688e-05
3400,5.215958663029596e-05
3500,4.845011790166609e-05
3600,4.583462578011677e-05
3700,4.3946129153482616e-05
3800,4.249977064318955e-05
3900,4.141264798818156e-05
4000,4.0388680645264685e-05
4100,3.954315616283566e-05
4200,3.876803384628147e-05
4300,3.807125904131681e-05
4400,3.7406884075608104e-05
4500,3.674965046229772e-05
4600,3.6120880395174026e-05
4700,3.5508266591932625e-05
4800,3.484179251245223e-05
4900,3.4287175367353484e-05
5000,3.359110269229859e-05
5100,3.2968513551168144e-05
5200,3.2362677302444354e-05
5300,3.180009298375808e-05
5400,3.116550942650065e-05
5500,3.0561852327082306e-05
5600,2.9981700208736584e-05
5700,2.941954880952835e-05
5800,2.9056749554001726e-05
5900,2.8376103728078306e-05
6000,2.778923408186529e-05
6100,2.727195169427432e-05
6200,2.6768782845465466e-05
6300,2.628589754749555e-05
6400,2.5815163098741323e-05
6500,2.5367253329022788e-05
6600,2.488103200448677e-05
6700,2.4460665372316726e-05
6800,2.399444201728329e-05
6900,2.357394441787619e-05
7000,2.3084154236130416e-05
7100,2.2643129341304302e-05
7200,2.2216339857550338e-05
7300,2.175629197154194e-05
7400,2.1321608073776588e-05
7500,2.097289325320162e-05
7600,2.0442268578335643e-05
7700,2.0002258679596707e-05
7800,1.9532270016497932e-05
7900,1.916128894663416e-05
8000,1.8655106032383628e-05
8100,1.832733687479049e-05
8200,1.781219179974869e-05
8300,1.7367116015520878e-05
8400,1.6948959455476142e-05
8500,1.6531303117517382e-05
8600,1.6125759429996833e-05
8700,1.573970621393528e-05
8800,1.533654358354397e-05
8900,1.4959369764255825e-05
9000,1.4647415810031816e-05
9100,1.42318340294878e-05
9200,1.3887281056668144e-05
9300,1.3550161384046078e-05
9400,1.3255479643703438e-05
9500,1.2942999092047103e-05
9600,1.2617465472430922e-05
9700,1.2341486581135541e-05
9800,1.2074896403646562e-05
9900,1.1818328857771121e-05
10000,1.1570658898563124e-05
10100,1.1368655577825848e-05
10200,1.1146112228743732e-05
10300,1.0923912668658886e-05
10400,1.0744601240730844e-05
10500,1.0579020454315469e-05
10600,1.0414019925519824e-05
10700,1.0276012289978098e-05
10800,1.0191080946242437e-05
10900,1.0031997589976527e-05
11000,9.980780305340886e-06
11100,9.841450264502782e-06
11200,9.765698450792115e-06
11300,9.759573003975675e-06
11400,9.608149412088096e-06
11500,9.548457455821335e-06
11600,9.520618732494768e-06
11700,9.424946256331168e-06
11800,9.371966370963491e-06
11900,9.321020115748979e-06
12000,9.271278031519614e-06
12100,9.255559234588873e-06
12200,9.180930646834895e-06
12300,9.142389899352565e-06
12400,9.113626219914295e-06
12500,9.09147820493672e-06
12600,9.023448001244105e-06
12700,8.996402357297484e-06
12800,8.955132216215134e-06
12900,8.948467439040542e-06
13000,8.895806786313187e-06
13100,8.89498733158689e-06
13200,8.835779226501472e-06
13300,8.805220204521902e-06
13400,8.776977665547747e-06
13500,8.751853783905972e-06
13600,8.724051440367475e-06
13700,8.719089237274602e-06
13800,8.713093848200515e-06
13900,8.653104487166274e-06
14000,8.628901014162693e-06
14100,8.605698894825764e-06
14200,8.587398042436689e-06
14300,8.55640337249497e-06
14400,8.53470919537358e-06
14500,8.515778972650878e-06
14600,8.49993375595659e-06
14700,8.481295481033158e-06
14800,8.454524504486471e-06
14900,8.449615961581003e-06
15000,8.42492408992257e-06
15100,8.383475687878672e-06
15200,8.369242095795926e-06
15300,8.341729881067295e-06
15400,8.342690307472367e-06
15500,8.326145689352416e-06
15600,8.282296221295837e-06
15700,8.26415816845838e-06
15800,8.247217010648455e-06
15900,8.228649676311761e-06
16000,8.22489892016165e-06
16100,8.183392310456838e-06
16200,8.167376108758617e-06
16300,8.148450433509424e-06
16400,8.130722562782466e-06
16500,8.110842827591114e-06
16600,8.099597835098393e-06
16700,8.088042704912368e-06
